Número de estudiante | Sigla | Periodo | Calificación | Nota
1607 | DS033468 | 2021-02 | B | 5
1638 | DS033468 | 2022-01 | SU | 4
1671 | DS033468 | 2022-01 | MB | 6
3141 | DV023468 | 2022-01 | SU | 4
4422 | HF024091 | 2021-01 | I | 3,5
4429 | HF023468 | 2022-01 | SU | 4
4432 | HF023468 | 2022-02 | SU | 4
3115 | DV023462 | 2021-01 | MB | 6,1
3132 | DV023462 | 2021-01 | SU | 4,6
3100 | DV023462 | 2021-01 | B | 5,3
3169 | DV023462 | 2021-01 | SO | 6,7
4502 | HF024148 | 2021-01 | MM | 1
3122 | DV023462 | 2021-01 | SO | 6,7
3098 | DV023462 | 2021-01 | SO | 6,8
3119 | DV023462 | 2021-01 | B | 5,4
3118 | DV023462 | 2021-01 | SO | 6,6
4462 | HF024440 | 2021-01 | SU | 4,5
3162 | DV023462 | 2021-01 | B | 5,7
3134 | DV023462 | 2021-01 | SO | 6,5
3124 | DV023462 | 2021-01 | SO | 6,6
3141 | DV023462 | 2021-02 | SU | 4,3
1649 | DS033468 | 2021-02 | SU | 4
1653 | DS033468 | 2021-02 | B | 5
1654 | DS033468 | 2022-01 | SU | 4
3108 | DV023468 | 2021-02 | SU | 4
3130 | DV023468 | 2021-02 | SU | 4
3138 | DV023468 | 2022-01 | SU | 4
3102 | DV023468 | 2022-01 | SU | 4
3144 | DV023468 | 2022-01 | SU | 4
3121 | DV023468 | 2023-01 | SU | 4
4429 | HF025150 | 2021-01 | MB | 6,1
4523 | HF025155 | 2021-01 | SO | 6,7
4502 | HF0210059 | 2021-01 | MM | 1
4432 | HF0210059 | 2021-01 | MB | 6,2
4462 | HF0210062 | 2021-01 | MB | 6,2
4485 | HF023474 | 2022-01 | SU | 4
4517 | HF023474 | 2022-01 | SO | 7
4483 | HF023474 | 2022-01 | B | 5
4494 | HF023474 | 2022-01 | SU | 4
4406 | HF023474 | 2022-01 | MB | 6
4403 | HF023474 | 2022-01 | SU | 4
4402 | HF023474 | 2022-01 | SU | 4
4493 | HF023468 | 2021-02 | SU | 4,3
4487 | HF023474 | 2022-01 | SU | 4
4496 | HF023468 | 2021-02 | B | 5,1
4409 | HF023474 | 2022-01 | SU | 4
4485 | HF023468 | 2021-02 | SU | 4,1
4424 | HF023468 | 2021-02 | SU | 4,2
4399 | HF023474 | 2022-01 | SU | 4
4480 | HF023474 | 2022-01 | SU | 4
4476 | HF023468 | 2021-02 | SU | 4,3
4517 | HF023468 | 2021-02 | SU | 4,7
4446 | HF023474 | 2022-01 | SU | 4
4398 | HF023468 | 2021-02 | SU | 4,4
4483 | HF023468 | 2021-02 | B | 5,5
4513 | HF023474 | 2022-01 | SU | 4
4457 | HF023468 | 2021-02 | B | 5,7
4457 | HF023474 | 2022-02 | SU | 4
4449 | HF023468 | 2021-02 | SU | 4,9
4437 | HF023468 | 2021-02 | SU | 4,4
4462 | HF023456 | 2021-02 | B | 5,7
4515 | HF023468 | 2021-02 | SU | 4,4
4406 | HF023468 | 2021-02 | B | 5,1
4477 | HF023468 | 2021-02 | SU | 4,7
4497 | HF023468 | 2021-02 | SU | 4,6
4508 | HF023468 | 2021-02 | MB | 6,2
4468 | HF023468 | 2021-02 | SU | 4,8
4470 | HF023468 | 2021-02 | SU | 4,7
4403 | HF023468 | 2021-02 | SU | 4,3
4505 | HF023468 | 2021-02 | SU | 4,4
4421 | HF023468 | 2021-02 | SU | 4,6
4452 | HF023468 | 2021-02 | SU | 4,7
4431 | HF023468 | 2021-02 | SU | 4,2
4467 | HF023468 | 2021-02 | MB | 6,2
4488 | HF023468 | 2021-02 | B | 5,7
4402 | HF023468 | 2021-02 | SU | 4,1
4533 | HF023468 | 2021-02 | B | 5,8
4487 | HF023468 | 2021-02 | SU | 4,9
4449 | HF023474 | 2022-02 | SU | 4
4409 | HF023468 | 2021-02 | SU | 4,4
4399 | HF023468 | 2021-02 | SU | 4,6
4480 | HF023468 | 2021-02 | B | 5,7
4491 | HF023468 | 2021-02 | SU | 4,9
4404 | HF023468 | 2021-02 | SU | 4,6
4468 | HF023474 | 2022-02 | SU | 4
4448 | HF023468 | 2021-02 | SU | 4,8
4490 | HF023468 | 2021-02 | SU | 4,1
4492 | HF023468 | 2021-02 | SU | 4,7
4500 | HF023468 | 2021-02 | SU | 4,5
4423 | HF023468 | 2021-02 | SU | 4,8
4430 | HF023468 | 2021-02 | SU | 4,4
4420 | HF023468 | 2021-02 | SU | 4,1
4464 | HF023468 | 2021-02 | B | 5,6
4417 | HF023468 | 2021-02 | B | 5,8
4472 | HF023468 | 2021-02 | SU | 4,3
4450 | HF023468 | 2021-02 | B | 5,5
4414 | HF023468 | 2021-02 | SU | 4,4
4501 | HF023468 | 2021-02 | SU | 4,9
4527 | HF023468 | 2021-02 | SU | 4,3
4428 | HF023468 | 2021-02 | SU | 4,5
4462 | HF023457 | 2021-02 | SU | 4,3
4462 | HF023457 | 2021-02 | I | 3,8
4421 | HF023474 | 2022-02 | SU | 4
4489 | HF023468 | 2021-02 | SU | 4,7
4471 | HF023468 | 2021-02 | MB | 6,3
4452 | HF023474 | 2022-02 | SU | 4
4413 | HF023468 | 2021-02 | B | 5,1
4513 | HF023468 | 2021-02 | SU | 4,3
4519 | HF023468 | 2022-01 | B | 5,1
4451 | HF023474 | 2022-02 | SU | 4
4445 | HF023468 | 2022-01 | SU | 4,4
4423 | HF023474 | 2022-02 | SU | 4
4474 | HF023468 | 2022-01 | SU | 4,1
4460 | HF023468 | 2022-01 | SU | 4,3
4434 | HF023468 | 2022-01 | B | 5,1
4460 | HF023474 | 2022-02 | SU | 4
4502 | HF023468 | 2022-02 | MB | 6,1
4501 | HF023474 | 2022-02 | SU | 4
4397 | HF023468 | 2022-02 | SU | 4,9
4521 | HF023474 | 2023-01 | B | 5
4407 | HF023474 | 2023-01 | SU | 4
4465 | HF023468 | 2022-02 | SU | 4,4
4511 | HF023468 | 2022-02 | SU | 4,5
4462 | HF023458 | 2021-02 | SU | 4,3
4422 | HF023468 | 2023-01 | SU | 4,1
4638 | HF023468 | 2023-01 | SU | 4,1
4495 | HF023468 | 2023-01 | SU | 4,9
4514 | HF023468 | 2023-01 | SU | 4,3
4443 | HF023468 | 2023-01 | B | 5,3
1690 | DS033474 | 2022-01 | B | 5
1665 | DS033474 | 2022-01 | SU | 4
1615 | DS033474 | 2022-01 | B | 5
1717 | DS033474 | 2022-01 | B | 5
4436 | HF023461 | 2021-02 | MM | 1
4502 | HF023462 | 2021-02 | MM | 1
4502 | HF023462 | 2021-02 | M | 2,6
4638 | HF023462 | 2021-02 | MM | 1
4638 | HF023462 | 2021-02 | M | 2,4
4436 | HF023462 | 2021-02 | MM | 1
4496 | HF023467 | 2021-02 | I | 3,9
1611 | DS033468 | 2021-02 | SU | 4,9
4485 | HF023467 | 2021-02 | I | 3,8
1682 | DS033468 | 2021-02 | B | 5,5
4510 | HF023467 | 2021-02 | I | 3,7
1659 | DS033468 | 2021-02 | B | 5,4
3132 | DV023474 | 2022-02 | SU | 4
4519 | HF023467 | 2021-02 | I | 3,9
4519 | HF023467 | 2021-02 | I | 3,3
1626 | DS033468 | 2021-02 | B | 5,3
4483 | HF023467 | 2021-02 | I | 3,1
4483 | HF023467 | 2021-02 | I | 3,5
1689 | DS033468 | 2021-02 | B | 5,9
4457 | HF023467 | 2021-02 | I | 3,7
4457 | HF023467 | 2021-02 | I | 3,5
4494 | HF023467 | 2021-02 | I | 3,8
3119 | DV023474 | 2022-02 | SU | 4
1704 | DS033468 | 2021-02 | SU | 4,5
1644 | DS033468 | 2021-02 | B | 5,6
1696 | DS033468 | 2021-02 | B | 5,4
4521 | HF023467 | 2021-02 | I | 3,2
4521 | HF023467 | 2021-02 | I | 3,9
1690 | DS033468 | 2021-02 | SU | 4,4
4529 | HF023467 | 2021-02 | I | 3,8
1673 | DS033468 | 2021-02 | SU | 4,2
1713 | DS033468 | 2021-02 | B | 5,5
1702 | DS033468 | 2021-02 | B | 5,5
4422 | HF023467 | 2021-02 | I | 3,7
1640 | DS033468 | 2021-02 | B | 5,5
1661 | DS033468 | 2021-02 | B | 5,5
4455 | HF023467 | 2021-02 | MB | 6,3
4468 | HF023467 | 2021-02 | I | 3,2
4468 | HF023467 | 2021-02 | I | 3,3
1709 | DS033468 | 2021-02 | SU | 4,2
3124 | DV023474 | 2023-01 | SU | 4
4638 | HF023467 | 2021-02 | M | 2,8
4638 | HF023467 | 2021-02 | I | 3,4
4421 | HF023467 | 2021-02 | I | 3,7
1666 | DS033468 | 2021-02 | SU | 4,7
4452 | HF023467 | 2021-02 | I | 3,3
1637 | DS033468 | 2021-02 | B | 5,4
4495 | HF023467 | 2021-02 | I | 3,5
1636 | DS033468 | 2021-02 | B | 5,7
1621 | DS033468 | 2021-02 | SU | 4,1
1665 | DS033468 | 2021-02 | SU | 4,5
4402 | HF023467 | 2021-02 | I | 3,6
4402 | HF023467 | 2021-02 | I | 3,7
4514 | HF023467 | 2021-02 | M | 2,8
4514 | HF023467 | 2021-02 | I | 3,3
4523 | HF023467 | 2021-02 | I | 3,5
4442 | HF023467 | 2021-02 | I | 3,5
4442 | HF023467 | 2021-02 | I | 3,9
1619 | DS033468 | 2021-02 | SU | 4,2
1606 | DS033468 | 2021-02 | SU | 4,4
4516 | HF023467 | 2021-02 | I | 3,9
4516 | HF023467 | 2021-02 | I | 3,8
4407 | HF023467 | 2021-02 | I | 3,5
1719 | DS033468 | 2021-02 | SU | 4,5
1629 | DS033468 | 2021-02 | B | 5,5
4445 | HF023467 | 2021-02 | M | 2,8
4445 | HF023467 | 2021-02 | I | 3,4
1684 | DS033468 | 2021-02 | B | 5,2
1680 | DS033468 | 2021-02 | B | 5,4
4399 | HF023467 | 2021-02 | I | 3,6
1609 | DS033468 | 2021-02 | SU | 4,5
1645 | DS033468 | 2021-02 | SU | 4,2
4451 | HF023467 | 2021-02 | M | 2,8
4451 | HF023467 | 2021-02 | I | 3,5
1705 | DS033468 | 2021-02 | SU | 4,7
4404 | HF023467 | 2021-02 | I | 3,5
1646 | DS033468 | 2021-02 | SU | 4,3
4446 | HF023467 | 2021-02 | I | 3,8
4474 | HF023467 | 2021-02 | I | 3
4474 | HF023467 | 2021-02 | I | 3,3
1617 | DS033468 | 2021-02 | SU | 4,1
4448 | HF023467 | 2021-02 | I | 3,8
1603 | DS033468 | 2021-02 | SU | 4,8
4490 | HF023467 | 2021-02 | I | 3,8
4465 | HF023467 | 2021-02 | I | 3
1624 | DS033468 | 2021-02 | B | 5,1
4500 | HF023467 | 2021-02 | I | 3,6
4500 | HF023467 | 2021-02 | I | 3,3
4423 | HF023467 | 2021-02 | I | 3,4
4423 | HF023467 | 2021-02 | I | 3,5
4460 | HF023467 | 2021-02 | I | 3,3
4460 | HF023467 | 2021-02 | I | 3,7
1635 | DS033468 | 2021-02 | B | 5,5
4420 | HF023467 | 2021-02 | I | 3,7
1691 | DS033468 | 2021-02 | SU | 4,6
4417 | HF023467 | 2021-02 | I | 3,5
1615 | DS033468 | 2021-02 | SU | 4,8
4429 | HF023467 | 2021-02 | I | 3
4429 | HF023467 | 2021-02 | I | 3,6
1604 | DS033468 | 2021-02 | SU | 4,2
4450 | HF023467 | 2021-02 | I | 3,2
4450 | HF023467 | 2021-02 | I | 3,4
1652 | DS033468 | 2021-02 | SU | 4,2
4501 | HF023467 | 2021-02 | I | 3,1
4501 | HF023467 | 2021-02 | I | 3,8
4527 | HF023467 | 2021-02 | I | 3,6
4527 | HF023467 | 2021-02 | I | 3
4434 | HF023467 | 2021-02 | I | 3,8
1675 | DS033468 | 2021-02 | B | 5,4
4428 | HF023467 | 2021-02 | I | 3,7
4484 | HF023467 | 2021-02 | I | 3,3
4484 | HF023467 | 2021-02 | I | 3,4
4432 | HF023467 | 2021-02 | I | 3
4432 | HF023467 | 2021-02 | I | 3,5
1655 | DS033468 | 2021-02 | SU | 4,5
1717 | DS033468 | 2021-02 | SU | 4,8
4443 | HF023467 | 2021-02 | I | 3,8
1627 | DS033468 | 2021-02 | SU | 4,6
4418 | HF023468 | 2021-02 | M | 2,4
4418 | HF023468 | 2021-02 | MM | 1
1663 | DS033468 | 2021-02 | SU | 4,9
4510 | HF023468 | 2021-02 | MM | 1
4510 | HF023468 | 2021-02 | MM | 1,5
1712 | DS033468 | 2022-01 | SU | 4,7
4519 | HF023468 | 2021-02 | I | 3,7
4519 | HF023468 | 2021-02 | I | 3,3
4494 | HF023468 | 2021-02 | I | 3,8
4529 | HF023468 | 2021-02 | I | 3,3
4529 | HF023468 | 2021-02 | M | 2,8
4422 | HF023468 | 2021-02 | M | 2,6
4422 | HF023468 | 2021-02 | I | 3,3
4455 | HF023468 | 2021-02 | SU | 4,2
4468 | HF023468 | 2021-02 | I | 3,7
4495 | HF023468 | 2021-02 | I | 3,3
4495 | HF023468 | 2021-02 | M | 2,9
4514 | HF023468 | 2021-02 | M | 2,5
4514 | HF023468 | 2021-02 | I | 3,5
4523 | HF023468 | 2021-02 | SU | 4,3
4442 | HF023468 | 2021-02 | I | 3
4442 | HF023468 | 2021-02 | I | 3,5
4397 | HF023468 | 2021-02 | I | 3,1
4397 | HF023468 | 2021-02 | I | 3,7
4516 | HF023468 | 2021-02 | M | 2,5
4516 | HF023468 | 2021-02 | M | 2,4
4407 | HF023468 | 2021-02 | MM | 1,8
4407 | HF023468 | 2021-02 | MM | 1
4487 | HF023468 | 2021-02 | I | 3,9
4445 | HF023468 | 2021-02 | MM | 1
4445 | HF023468 | 2021-02 | MM | 1,5
1693 | DS033468 | 2023-02 | SU | 4,5
4451 | HF023468 | 2021-02 | I | 3,1
4451 | HF023468 | 2021-02 | I | 3,9
4474 | HF023468 | 2021-02 | M | 2,6
4474 | HF023468 | 2021-02 | I | 3,7
4490 | HF023468 | 2021-02 | I | 3,3
4465 | HF023468 | 2021-02 | MM | 1
4465 | HF023468 | 2021-02 | MM | 1,8
4460 | HF023468 | 2021-02 | M | 2,7
4460 | HF023468 | 2021-02 | I | 3,2
4429 | HF023468 | 2021-02 | MM | 1,8
4429 | HF023468 | 2021-02 | M | 2,5
4414 | HF023468 | 2021-02 | I | 3,9
4501 | HF023468 | 2021-02 | I | 3,3
4434 | HF023468 | 2021-02 | I | 3,5
4434 | HF023468 | 2021-02 | I | 3,3
4428 | HF023468 | 2021-02 | I | 3,8
4432 | HF023468 | 2021-02 | MM | 1,9
4432 | HF023468 | 2021-02 | MM | 1
4443 | HF023468 | 2021-02 | M | 2,9
4443 | HF023468 | 2021-02 | M | 2,7
4413 | HF023468 | 2021-02 | I | 3,5
4523 | HF023474 | 2022-02 | SU | 4
4510 | HF023469 | 2021-02 | B | 5,7
4429 | HF023474 | 2023-01 | SU | 4
4432 | HF023474 | 2023-02 | B | 5
3115 | DV023468 | 2021-02 | SU | 4,1
3100 | DV023468 | 2021-02 | SU | 4,1
3169 | DV023468 | 2021-02 | MB | 6,2
3168 | DV023468 | 2021-02 | SU | 4,1
3114 | DV023468 | 2021-02 | SU | 4,6
3140 | DV023468 | 2021-02 | SU | 4,9
3122 | DV023468 | 2021-02 | SO | 6,8
4455 | HF023469 | 2021-02 | SU | 4,8
3098 | DV023468 | 2021-02 | MB | 6,1
3119 | DV023468 | 2021-02 | SU | 4,8
3118 | DV023468 | 2021-02 | SO | 6,5
4638 | HF023469 | 2021-02 | I | 3,4
4638 | HF023469 | 2021-02 | I | 3,2
3162 | DV023468 | 2021-02 | SO | 6,8
3134 | DV023468 | 2021-02 | SO | 6,5
3124 | DV023468 | 2021-02 | SO | 6,8
4452 | HF023469 | 2021-02 | I | 3,9
3132 | DV023468 | 2022-01 | SU | 4,7
4514 | HF023469 | 2021-02 | I | 3,9
4442 | HF023469 | 2021-02 | SU | 4,5
1632 | DS033474 | 2022-01 | B | 5
1653 | DS033474 | 2022-01 | B | 5
4436 | HF023469 | 2021-02 | MM | 1
4436 | HF023469 | 2021-02 | NP | x
3108 | DV023474 | 2022-02 | SU | 4
3138 | DV023474 | 2022-02 | SU | 4
3102 | DV023474 | 2022-02 | SU | 4
4429 | HF023469 | 2021-02 | SU | 4,4
4501 | HF023469 | 2021-02 | I | 3,9
4527 | HF023469 | 2021-02 | I | 3,8
3120 | DV023474 | 2022-02 | SU | 4
4432 | HF023469 | 2021-02 | SU | 4,7
3164 | DV023474 | 2022-02 | SU | 4
4510 | HF023470 | 2021-02 | B | 5,3
4519 | HF023470 | 2021-02 | I | 3,5
4455 | HF023470 | 2021-02 | MB | 6,2
4493 | HF023474 | 2022-01 | SU | 4,6
4496 | HF023474 | 2022-01 | SU | 4,6
4416 | HF023474 | 2022-01 | B | 5,1
4424 | HF023474 | 2022-01 | SU | 4,6
4476 | HF023474 | 2022-01 | B | 5,7
4494 | HF023480 | 2022-02 | SU | 4
4515 | HF023480 | 2022-02 | SU | 4
4437 | HF023474 | 2022-01 | SO | 6,5
4515 | HF023474 | 2022-01 | B | 5,5
4403 | HF023480 | 2022-02 | SU | 4
4436 | HF023470 | 2021-02 | MM | 1
4497 | HF023474 | 2022-01 | SU | 4,4
4508 | HF023474 | 2022-01 | SO | 6,5
4470 | HF023474 | 2022-01 | B | 5,9
4464 | HF023480 | 2022-02 | MB | 6
4505 | HF023474 | 2022-01 | SU | 4,7
4431 | HF023474 | 2022-01 | SU | 4,3
4467 | HF023474 | 2022-01 | B | 5,7
4488 | HF023474 | 2022-01 | SU | 4,8
4472 | HF023480 | 2022-02 | SU | 4
4533 | HF023474 | 2022-01 | SU | 4,5
4435 | HF023474 | 2022-01 | SO | 6,7
4429 | HF023470 | 2021-02 | B | 5,8
4491 | HF023474 | 2022-01 | SO | 6,6
4404 | HF023474 | 2022-01 | SU | 4,2
4448 | HF023474 | 2022-01 | B | 5,1
4490 | HF023474 | 2022-01 | MB | 6,2
4439 | HF023480 | 2023-01 | SU | 4
4492 | HF023474 | 2022-01 | SU | 4,8
4420 | HF023474 | 2022-01 | SU | 4,2
4464 | HF023474 | 2022-01 | B | 5,2
4472 | HF023474 | 2022-01 | SU | 4,8
4489 | HF023474 | 2022-01 | SU | 4,1
4471 | HF023474 | 2022-01 | MB | 6,2
4529 | HF023480 | 2023-01 | SU | 4
4477 | HF023480 | 2023-01 | SU | 4
4402 | HF023480 | 2023-01 | SU | 4
4519 | HF023474 | 2022-02 | SU | 4,5
4398 | HF023474 | 2022-02 | B | 5,4
4439 | HF023474 | 2022-02 | B | 5,2
4451 | HF023480 | 2023-01 | SU | 4
4460 | HF023480 | 2023-01 | SU | 4
4529 | HF023474 | 2022-02 | SU | 4,7
4477 | HF023474 | 2022-02 | SU | 4,4
4527 | HF023480 | 2023-01 | SU | 4
4413 | HF023480 | 2023-01 | SU | 4
4501 | HF023480 | 2023-02 | MB | 6
4445 | HF023474 | 2022-02 | SU | 4,9
4474 | HF023474 | 2022-02 | SU | 4,7
4500 | HF023474 | 2022-02 | B | 5,8
4430 | HF023474 | 2022-02 | SU | 4,3
4417 | HF023474 | 2022-02 | SU | 4,4
4450 | HF023474 | 2022-02 | SU | 4,8
4414 | HF023474 | 2022-02 | B | 5,2
1659 | DS033480 | 2022-02 | B | 5
4527 | HF023474 | 2022-02 | SU | 4,6
4434 | HF023474 | 2022-02 | SU | 4,2
4428 | HF023474 | 2022-02 | SU | 4,6
4484 | HF023474 | 2022-02 | SU | 4,2
4413 | HF023474 | 2022-02 | SU | 4,8
4418 | HF023474 | 2023-01 | B | 5,1
4502 | HF023474 | 2023-01 | B | 5,8
1661 | DS033480 | 2022-02 | B | 5
1719 | DS033480 | 2022-02 | SU | 4
4397 | HF023474 | 2023-01 | B | 5,6
1629 | DS033480 | 2022-02 | MB | 6
4465 | HF023474 | 2023-01 | SU | 4,8
4511 | HF023474 | 2023-01 | B | 5,6
1680 | DS033480 | 2022-02 | MB | 6
1635 | DS033480 | 2022-02 | SU | 4
1613 | DS033480 | 2022-02 | SU | 4
1665 | DS033480 | 2023-01 | SU | 4
1645 | DS033480 | 2023-01 | SU | 4
1655 | DS033480 | 2023-01 | SU | 4
1663 | DS033480 | 2023-01 | SU | 4
1689 | DS033480 | 2023-02 | SU | 4
1625 | DS033480 | 2023-02 | SU | 4
4422 | HF023474 | 2023-02 | SU | 4,2
4638 | HF023474 | 2023-02 | SU | 4,2
4495 | HF023474 | 2023-02 | B | 5,1
4516 | HF023474 | 2023-02 | B | 5,1
4443 | HF023474 | 2023-02 | B | 5,1
3118 | DV023480 | 2022-02 | MB | 6
3132 | DV023480 | 2023-01 | SU | 4
3168 | DV023480 | 2023-01 | SU | 4
3124 | DV023480 | 2023-02 | SU | 4
4436 | HF023977 | 2021-02 | MM | 1
4455 | HF024001 | 2021-02 | B | 5,8
4516 | HF024001 | 2021-02 | I | 3,6
1611 | DS033474 | 2022-01 | SU | 4,4
1682 | DS033474 | 2022-01 | SU | 4,9
1659 | DS033474 | 2022-01 | SU | 4,8
1695 | DS033474 | 2022-01 | SU | 4,4
1626 | DS033474 | 2022-01 | SU | 4,7
1689 | DS033474 | 2022-01 | SU | 4,8
1622 | DS033474 | 2022-01 | SU | 4,5
1704 | DS033474 | 2022-01 | B | 5,2
1644 | DS033474 | 2022-01 | B | 5,1
1696 | DS033474 | 2022-01 | SU | 4,8
4502 | HF024091 | 2021-02 | MM | 1
1673 | DS033474 | 2022-01 | B | 5,1
4494 | HF024091 | 2021-02 | MM | 1
1713 | DS033474 | 2022-01 | SU | 4,9
1702 | DS033474 | 2022-01 | B | 5,2
1640 | DS033474 | 2022-01 | B | 5,2
1661 | DS033474 | 2022-01 | B | 5,2
1709 | DS033474 | 2022-01 | SU | 4,5
1821 | DS033474 | 2022-01 | SU | 4,5
1625 | DS033474 | 2022-01 | SU | 4,7
1666 | DS033474 | 2022-01 | SU | 4,6
1637 | DS033474 | 2022-01 | B | 5,6
1636 | DS033474 | 2022-01 | B | 5,7
1621 | DS033474 | 2022-01 | SU | 4,8
1619 | DS033474 | 2022-01 | SU | 4,7
1606 | DS033474 | 2022-01 | SU | 4,4
1719 | DS033474 | 2022-01 | B | 5,4
1629 | DS033474 | 2022-01 | B | 5,5
1684 | DS033474 | 2022-01 | SU | 4,7
1680 | DS033474 | 2022-01 | B | 5,6
1609 | DS033474 | 2022-01 | SU | 4,6
1645 | DS033474 | 2022-01 | SU | 4,3
1705 | DS033474 | 2022-01 | SU | 4,9
1646 | DS033474 | 2022-01 | SU | 4,6
1617 | DS033474 | 2022-01 | SU | 4,5
1603 | DS033474 | 2022-01 | B | 5,3
1624 | DS033474 | 2022-01 | B | 5,1
1635 | DS033474 | 2022-01 | SU | 4,2
1703 | DS033474 | 2022-01 | B | 5,9
1656 | DS033480 | 2022-02 | B | 5
1691 | DS033474 | 2022-01 | SU | 4,5
1708 | DS033480 | 2022-02 | SU | 4
1721 | DS033480 | 2022-02 | B | 5
1604 | DS033474 | 2022-01 | B | 5,4
1652 | DS033474 | 2022-01 | SU | 4,7
1653 | DS033480 | 2023-02 | SU | 4
1675 | DS033474 | 2022-01 | SU | 4,2
1620 | DS033474 | 2022-01 | SU | 4,7
4502 | HF024093 | 2021-02 | MM | 1
1655 | DS033474 | 2022-01 | SU | 4,5
1613 | DS033474 | 2022-01 | SU | 4,4
1627 | DS033474 | 2022-01 | SU | 4,9
1663 | DS033474 | 2022-01 | SU | 4,9
4442 | HF024093 | 2021-02 | SO | 6,6
1607 | DS033474 | 2022-01 | SU | 4,4
1712 | DS033474 | 2022-02 | SU | 4,1
1638 | DS033474 | 2023-01 | SU | 4,1
1671 | DS033474 | 2023-01 | SU | 4,7
3108 | DV023480 | 2023-01 | SU | 4
3138 | DV023480 | 2023-01 | SU | 4
4429 | HF024093 | 2021-02 | MB | 6,3
4450 | HF024093 | 2021-02 | I | 3,4
4432 | HF024093 | 2021-02 | I | 3,7
3163 | DV023480 | 2023-01 | SU | 4
4510 | HF024148 | 2021-02 | MM | 1
3169 | DV023474 | 2022-01 | SO | 6,6
3114 | DV023474 | 2022-01 | SU | 4,7
3122 | DV023474 | 2022-01 | B | 5,4
3098 | DV023474 | 2022-01 | SO | 6,5
3118 | DV023474 | 2022-01 | SO | 6,7
3162 | DV023474 | 2022-01 | SU | 4,7
3134 | DV023474 | 2022-01 | B | 5,5
3115 | DV023474 | 2022-02 | B | 5,8
4483 | HF023486 | 2023-01 | B | 5
3100 | DV023474 | 2022-02 | SU | 4,2
3168 | DV023474 | 2022-02 | SU | 4,2
3141 | DV023474 | 2022-02 | SU | 4,2
3140 | DV023474 | 2022-02 | SU | 4,5
4505 | HF023486 | 2023-01 | B | 5
4533 | HF023486 | 2023-01 | SU | 4
4493 | HF023486 | 2023-02 | SU | 4
4519 | HF023486 | 2023-02 | B | 5
4439 | HF023486 | 2023-02 | SU | 4
4529 | HF023486 | 2023-02 | SU | 4
4402 | HF023486 | 2023-02 | SU | 4
4399 | HF023486 | 2023-02 | SU | 4
4500 | HF023486 | 2023-02 | SU | 4
4502 | HF0210059 | 2021-02 | MM | 1
4519 | HF0210059 | 2021-02 | M | 2,2
4450 | HF023486 | 2023-02 | SU | 4
4460 | HF0210059 | 2021-02 | MM | 1
4527 | HF023486 | 2023-02 | SU | 4
4455 | HF0227572 | 2021-02 | SO | 6,5
4638 | HF0227572 | 2021-02 | MM | 1
1673 | DS033486 | 2023-01 | MB | 6
4436 | HF0227572 | 2021-02 | MM | 1
4432 | HF0227572 | 2021-02 | MB | 6,1
1680 | DS033486 | 2023-01 | B | 5
1617 | DS033486 | 2023-01 | B | 5
4496 | HF023480 | 2022-02 | SU | 4,6
4416 | HF023480 | 2022-02 | MB | 6,1
4485 | HF023480 | 2022-02 | B | 5,2
4424 | HF023480 | 2022-02 | B | 5,1
4476 | HF023480 | 2022-02 | B | 5,6
4517 | HF023480 | 2022-02 | B | 5,6
4483 | HF023480 | 2022-02 | SU | 4,7
1717 | DS033486 | 2023-01 | SU | 4
4437 | HF023480 | 2022-02 | SO | 6,5
1613 | DS033486 | 2023-01 | SU | 4
4406 | HF023480 | 2022-02 | MB | 6,3
4497 | HF023480 | 2022-02 | B | 5,7
4508 | HF023480 | 2022-02 | B | 5,1
4470 | HF023480 | 2022-02 | B | 5,7
1663 | DS033486 | 2023-02 | B | 5
4505 | HF023480 | 2022-02 | SU | 4,9
4431 | HF023480 | 2022-02 | MB | 6,2
4467 | HF023480 | 2022-02 | SO | 6,9
4488 | HF023480 | 2022-02 | MB | 6,4
4533 | HF023480 | 2022-02 | SU | 4,1
4435 | HF023480 | 2022-02 | B | 5,3
4480 | HF023480 | 2022-02 | SU | 4,9
4491 | HF023480 | 2022-02 | B | 5,2
4404 | HF023480 | 2022-02 | B | 5,3
4448 | HF023480 | 2022-02 | SU | 4,7
4490 | HF023480 | 2022-02 | SU | 4,6
4492 | HF023480 | 2022-02 | MB | 6,2
4420 | HF023480 | 2022-02 | SU | 4,2
4489 | HF023480 | 2022-02 | B | 5,3
4471 | HF023480 | 2022-02 | MB | 6,4
4513 | HF023480 | 2022-02 | SU | 4,3
4493 | HF023480 | 2023-01 | B | 5,3
4519 | HF023480 | 2023-01 | B | 5,3
1678 | DS033486 | 2023-01 | SU | 4
4487 | HF023480 | 2023-01 | B | 5,4
4445 | HF023480 | 2023-01 | SU | 4,7
4409 | HF023480 | 2023-01 | SU | 4,5
4399 | HF023480 | 2023-01 | SU | 4,7
3120 | DV023486 | 2023-02 | SU | 4
4500 | HF023480 | 2023-01 | SU | 4,9
3155 | DV023486 | 2023-02 | SU | 4
4450 | HF023480 | 2023-01 | SU | 4,8
4414 | HF023480 | 2023-01 | SU | 4,3
4434 | HF023480 | 2023-01 | SU | 4,3
4428 | HF023480 | 2023-01 | SU | 4,8
4484 | HF023480 | 2023-01 | SU | 4,8
4418 | HF023480 | 2023-02 | B | 5,6
